MonthEnd,DepartmentName,DatabaseName,SerialNumber
03/31/2026,"17th Judicial Circuit, AL",17JDLCTAL,BWL7-035526
03/31/2026,"17th Judicial Circuit, AL",17JDLCTAL,M500-016180
03/31/2026,"24th Judicial District Drug Task Force, TN",24THDTFTN,BWL7-007678
03/31/2026,"24th Judicial District Drug Task Force, TN",24THDTFTN,BWL7-007722
03/31/2026,"24th Judicial District Drug Task Force, TN",24THDTFTN,M500-018253
03/31/2026,"24th Judicial District Drug Task Force, TN",24THDTFTN,M500-018363
03/31/2026,"24th Judicial District Drug Task Force, TN",24THDTFTN,M500-020457
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,BWC2-079886
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,BWC2-092872
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,BWC2-125439
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,BWC2-125493
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,BWC2-130229
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,BWC2-133524
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,BWC2-133594
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,BWC2-133595
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,BWC2-133644
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,BWC2-133645
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,BWC2-133650
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,BWC2-133678
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,BWC2-133717
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,BWC2-143136
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,BWC2-153382
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,BWL7-085602
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,BWL7-091468
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,BWL7-097476
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,BWL7-097545
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,BWL7-097642
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,BWL7-110158
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,Car 10
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,Car 12
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,Car 13
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,Car 14
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,Car 15
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,Car 16
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,Car 19
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,Car 2
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,Car 20
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,Car 23
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,Car 25
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,Car 26
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,Car 27
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,Car 28
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,Car 3
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,Car 32
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,Car 5
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,Car 6
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,Car 8
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,Car 9
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,M500-030213
03/31/2026,"Aberdeen PD, NC",ABDNPDNC,M505-016582
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,6304
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,6305
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,6306
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,6307
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,6308
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,6309
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,6310
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,6311
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,6312
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,6315
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,6321
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,6322
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-036050
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-036051
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-036054
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-036055
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-036058
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-036059
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-036066
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-036071
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-036075
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-036076
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-036081
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-036086
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-036090
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-045066
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-047366
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-047386
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-047391
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-047396
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-047402
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-047413
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-047420
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-047425
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-047426
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-047430
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-047437
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-047484
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-047502
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-047503
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-047505
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-047507
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-047509
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-047554
03/31/2026,"Aberdeen Twp. PD, NJ",ABDNTPDNJ,BWL7-047564
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,BWC2-064859
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,BWC2-070818
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,BWC2-080138
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,BWC2-119812
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,BWC2-122672
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,BWC2-122675
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,BWC2-128529
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,BWC2-128646
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,BWC2-128653
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,BWC2-128660
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,BWC2-128662
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,BWC2-128667
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,BWC2-142002
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,BWC2-147553
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,BWC2-147838
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,BWC2-161338
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,Interview Room 4RE
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,M500-017530
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,M500-017654
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,M500-017748
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,M500-017782
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,M500-017785
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,M500-017818
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,M500-017833
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,M500-017879
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,M500-017891
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,M500-017902
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,M500-017992
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,M500-017994
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,M500-018009
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,M500-018053
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,M500-021261
03/31/2026,"Abingdon PD, VA",ABGDNPDVA,M500-021465
03/31/2026,Abilene Police Department,ABLNEPDTX,BWC2-083952
03/31/2026,Abilene Police Department,ABLNEPDTX,BWC2-093358
03/31/2026,Abilene Police Department,ABLNEPDTX,BWC2-093397
03/31/2026,Abilene Police Department,ABLNEPDTX,BWC2-093561
03/31/2026,Abilene Police Department,ABLNEPDTX,BWC2-093657
03/31/2026,Abilene Police Department,ABLNEPDTX,BWC2-121306
03/31/2026,Abilene Police Department,ABLNEPDTX,BWC2-123753
03/31/2026,Abilene Police Department,ABLNEPDTX,BWC2-125568
03/31/2026,Abilene Police Department,ABLNEPDTX,BWC2-125569
03/31/2026,Abilene Police Department,ABLNEPDTX,BWC2-127681
03/31/2026,Abilene Police Department,ABLNEPDTX,BWC2-137781
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-003060
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-004434
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-005886
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-047106
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-078555
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-079252
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-079388
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-079390
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-080598
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-080674
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-081062
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-081085
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-081189
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-081205
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-081416
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-081427
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-081433
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-081460
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-081466
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-081478
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-081487
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-081498
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-081510
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-081518
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-081523
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-081525
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-081586
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-081681
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-082135
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-082155
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-082168
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-082181
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-082187
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-082191
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-082210
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-082396
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-082397
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-082423
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-082425
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-082455
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-082469
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-082473
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-082474
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-082476
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-082480
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-082649
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-082744
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-082877
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-082960
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-082962
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-082991
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-083018
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-083045
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-083059
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-083072
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-083136
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-083174
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-083181
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-083198
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-083229
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-083286
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-090019
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-090020
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-090027
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-090133
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-090144
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091049
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091059
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091061
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091062
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091064
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091070
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091074
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091079
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091123
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091223
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091249
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091489
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091507
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091625
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091646
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091656
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091661
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091704
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091732
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091753
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091807
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091813
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091854
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091885
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091888
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091890
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091918
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-091938
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-092014
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-092094
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-092125
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-092139
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-092154
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-092157
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-092165
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-092166
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-092250
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-092266
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-092437
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-092493
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-092499
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-092511
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-092527
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-092622
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-092630
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-092639
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-092787
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-092819
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-092854
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-092897
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-092943
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093034
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093058
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093060
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093078
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093216
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093217
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093261
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093386
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093432
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093472
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093487
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093495
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093513
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093590
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093594
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093595
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093614
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093630
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093633
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093639
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093754
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093772
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093893
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093920
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093960
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093961
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093964
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-093982
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-094056
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-094415
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-095256
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-095390
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-095476
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-095485
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-095499
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-095646
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-095746
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-095751
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-095754
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-095772
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-095775
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-095778
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-095779
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-097178
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-100483
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-100624
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-100626
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-100628
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-100646
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-100655
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-100664
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-100670
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-100674
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-100676
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-100678
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-100679
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-100686
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-100688
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-100694
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-100699
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-100700
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-100702
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-100703
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-100706
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-100707
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-100709
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-100710
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-100713
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-100718
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-110389
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-110396
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-110419
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-110498
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-110503
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-110504
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-110507
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-110510
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-110512
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-110514
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-110520
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-110537
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-110690
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-110703
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-110734
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-110752
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-110764
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-110771
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-110811
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-110813
03/31/2026,Abilene Police Department,ABLNEPDTX,BWL7-110816
03/31/2026,Abilene Police Department,ABLNEPDTX,InterviewRoom-Cape 111
03/31/2026,Abilene Police Department,ABLNEPDTX,InterviewRoom-CAPE 112
03/31/2026,Abilene Police Department,ABLNEPDTX,InterviewRoom-CAPR 209
03/31/2026,Abilene Police Department,ABLNEPDTX,InterviewRoom-SVU 101
03/31/2026,Abilene Police Department,ABLNEPDTX,InterviewRoom-SVU 102
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-002050
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-002075
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-002091
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-002350
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-002452
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-002484
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-002487
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-003302
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-005068
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-005741
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-005958
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-006228
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-006394
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-006434
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-006491
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-007726
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-007852
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-012983
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-013075
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-014548
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-014639
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-014720
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-014744
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-014812
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-014836
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-014859
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-014899
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-014928
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-014932
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-014937
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-014947
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-014948
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-014951
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-014955
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-014956
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-014963
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-014967
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-014975
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-014976
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-014977
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-014978
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-014979
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-014984
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-014987
03/31/2026,Abilene Police Department,ABLNEPDTX,M500-014998
